,eng,aii
,"And thou shalt speak my words unto them, whether they will hear, or whether they will forbear: for they are most rebellious.",ܐܸܠܵܐ ܗܲܡܙܸܡܸܬ ܚܲܒܪ̈ܝܼ ܥܲܡܵܝ ܃ ܟܒܲܪ ܕܫܵܡܥܝܼ ܘܫܵܥܫܝܼ ܒܗ̇ܝ ܕܛܲܪܛܸܡܵܢܵܐ ܝܢܵܐ ܐܵܢܝܼ.
,"But thou, son of man, hear what I say unto thee; Be not thou rebellious like that rebellious house: open thy mouth, and eat that I give thee.",ܘܐܲܢ݇ܬ ܒܲܪܢܵܫܵܐ ܫܡܸܥ ܠܗ̇ܘ ܕܐܵܢܵܐ ܗܲܡܙܘܼܡܹܐ ܝ݇ܘܸܢ ܥܲܡܘܼܟ݂ ܃ ܠܵܐ ܗܵܘܹܝܬ ܐܸܠܥܵܢܵܐ ܐܲܝܟ݂ ܒܲܝܬܵܐ ܛܲܪܛܸܡܵܢܵܐ ܃ ܦܬܘܿܚ ܦܘܼܡܘܼܟ݂ ܘܐ݇ܟ݂ܘܿܠ ܠܗ̇ܘ ܕܐܵܢܵܐ ܒܝܼܵܗ݇ܒ݂ܵܐ ܝܘܸܢ ܐܸܠܘܼܟ݂.
,"And when I looked, behold, an hand was sent unto me; and, lo, a roll of a book was therein;",ܚܙܹܠܝܼ ܐܝܼܕܵܐ ܦܘܼܫܸܛܬܵܐ ܠܓܹܒܝܼ ܘܗܵܐ ܒܝܼܵܗ̇ ܟܸܪܟܵܐ ܕܣܸܦܪܵܐ.
,"And he spread it before me; and it was written within and without: and there was written therein lamentations, and mourning, and woe.",ܘܦܪܸܣܠܹܗ ܩܲܕ݇ܡܝܼ ܘܗ̇ܘ ܟܬܝܼܒ݂ܵܐ ܝܗ݇ܘܵܐ ܦܲܐܬܵܐ ܘܒܵܬ݇ܪܵܐ ܘܟܬܝܼܒ݂ܵܐ ܝܗ݇ܘܵܐ ܥܲܠܘܼܗܝ ܩܝܼܢܵܬܹ̈ܐ ܃ ܬܸܢܚܵܬܹ̈ܐ ܘܐܘܿܠܝܵܬܹ̈ܐ.
,"Moreover he said unto me, Son of man, eat that thou findest; eat this roll, and go speak unto the house of Israel.",ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ: ܒܲܪܢܵܫܵܐ: ܠܗ̇ܘ ܕܡܲܫ݇ܟ̰ܚܸܬ ܐ݇ܟ݂ܘܿܠ ܃ ܐ݇ܟ݂ܘܿܠ ܠܐܵܗܵܐ ܟܸܪܟܵܐ ܘܙܸܠ݇ ܗܲܡܙܸܡ ܥܲܡ ܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ.
,"So I opened my mouth, and he caused me to eat that roll.",ܘܦܬܸܚܠܝܼ ܦܘܼܡܝܼ ܘܡܘܼܐ݇ܟ݂ܠܸܢܹܗ ܟܸܪܟܵܐ.
,"And he said unto me, Son of man, cause thy belly to eat, and fill thy bowels with this roll that I give thee. Then did I eat it; and it was in my mouth as honey for sweetness.",ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ: ܒܲܪܢܵܫܵܐ ܟܲܪ݇ܣܘܼܟ݂ ܡܲܐ݇ܟ݂ܠܸܬ ܘܡܥܲܝܘܼ̈ܟ݂ ܡܵܠܹܝܬ ܒܐܵܗܵܐ ܟܸܪܟܵܐ ܕܐܵܢܵܐ ܒܝܼܵܗ݇ܒ݂ܵܐ ܝ݇ܘܸܢ ܐܸܠܘܼܟ݂ ܘܐ݇ܟܸܠܝܼ ܘܗܘܹܠܹܗ ܒܦܘܼܡܝܼ ܐܲܝܟ݂ ܕܸܒ݂ܫܵܐ ܒܚܲܠܝܘܼܬܵܐ.
,"And he said unto me, Son of man, go, get thee unto the house of Israel, and speak with my words unto them.",ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ ܃ ܒܲܪܢܵܫܵܐ ܙܸܠ݇ ܥܒ݂ܘܿܪ ܠܓܹܒ ܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ ܘܗܲܡܙܸܡܸܬ ܒܚܲܒܪ̈ܝܼ ܥܲܡܵܝ.
,"For thou art not sent to a people of a strange speech and of an hard language, but to the house of Israel;",ܒܗ̇ܝ ܕܠܵܐ ܠܓܹܒ ܥܲܡܵܐ ܥܲܡܘܼܩܹ̈ܐ ܕܣܸܦܬܵܐ ܘܝܲܩܘܼܪܹ̈ܐ ܕܠܸܫܵܢܵܐ ܐܲܢ݇ܬ ܦܝܼܫܵܐ ܝܼܘܸܬ ܫܘܼܕܪܵܐ ܃ ܐܸܠܵܐ ܠܓܹܒ ܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ.
,"Not to many people of a strange speech and of an hard language, whose words thou canst not understand. Surely, had I sent thee to them, they would have hearkened unto thee.",ܠܵܐ ܠܓܹܒ ܥܲܡܡܹ̈ܐ ܪܵܒܵܐ ܥܲܡܘܼܩܹ̈ܐ ܕܣܸܦܬܵܐ ܘܝܲܩܘܼܪܹ̈ܐ ܕܠܸܫܵܢܵܐ ܃ ܕܠܵܐ ܦܲܪܡܸܬ ܚܲܒܪ̈ܵܝ ܃ ܐܸܠܵܐ ܐܸܢ ܠܓܹܒܵܝ ܫܲܕܪܸܢ ܗ݇ܘܵܐ ܠܘܼܟ݂ ܐܵܢܝܼ ܒܸܕ ܫܵܡܥܝܼ ܗ݇ܘܵܘ ܐܸܠܘܼܟ݂.
,But the house of Israel will not hearken unto thee,ܘܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ ܠܹܐ ܒܵܥܝܼ ܠܸܫܡܵܥܵܐ ܐܸܠܘܼܟ݂
,"Behold, I have made thy face strong against their faces, and thy forehead strong against their foreheads.",ܗܵܐ ܥܒ݂ܸܕܠܝܼ ܦܲܐܬܘܼܟ݂ ܩܘܝܼܬܵܐ ܠܘܼܩܒܲܠ ܕܦܲܐܬܘܵܬܵܝ̈ ܘܒܹܝܬ ܥܲܝܢܘܼ̈ܟ݂ ܥܲܫܝܼܢܵܐ ܠܘܼܩܒܲܠ ܒܹܝܬ ܥܲܝܢܵܝ̈.
,"As an adamant harder than flint have I made thy forehead: fear them not, neither be dismayed at their looks, though they be a rebellious house.",ܐܲܝܟ݂ ܫܲܡܝܼܢܵܐ. ( ܐܲܠܡܵܣ ) ܥܲܫܝܼܢܵܐ ܡ̣ܢ ܣܸܡܛܵܐ ܥܒ݂ܸܕܠܝܼ ܒܹܝܬ ܥܲܝܢ̈ܘܼܟ݂ ܃ ܠܵܐ ܙܵܕܥܸܬ ܡܸܢܵܝ ܃ ܘܠܵܐ ܫܵܥܫܸܬ ܡ̣ܢ ܦܲܐܬܵܝ ܒܗ̇ܝ ܕܒܲܝܬܵܐ ܛܲܪܛܸܡܵܢܵܐ ܝܢܵܐ ܐܵܢܝܼ.
,"Moreover he said unto me, Son of man, all my words that I shall speak unto thee receive in thine heart, and hear with thine ears.",ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ ܃ ܒܲܪܢܵܫܵܐ ܠܟܠܵܝ ܚܲܒܪ̈ܝܼ ܕܗܲܡܙܸܡܸܢ ܥܲܡܘܼܟ݂ ܩܲܒܸܠ ܒܠܸܒܘܼܟ݂ ܘܒܢܵܬܝܵܬܘܼ̈ܟ݂ ܫܡܸܥ.
,"And go, get thee to them of the captivity, unto the children of thy people, and speak unto them, and tell them, Thus saith the Lord GOD; whether they will hear, or whether they will forbear.",ܘܙܸܠ݇ ܥܒ݂ܘܿܪ ܠܓܹܒ ܓܵܠܘܼܬܵܐ ܠܓܹܒ ܒܢܲܝ̈ ܥܲܡܘܼܟ݂ ܘܗܲܡܙܸܡܸܬ ܥܲܡܵܝ ܘܐܵܡܪܸܬ ܐܸܠܵܝ ܃ ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ: ܐܲܠܵܗܵܐ: ܟܒܲܪ ܕܫܵܡܥܝܼ.
,"Then the spirit took me up, and I heard behind me a voice of a great rushing, saying, Blessed be the glory of the LORD from his place.",ܘܫܩܝܼܠܸܢܵܗ̇ ܪܘܼܚܵܐ ܘܫܡܸܥܠܝܼ ܒܵܬ݇ܪܝܼ ܩܵܠܵܐ ܕܫܥܵܫܵܐ ܓܘܼܪܵܐ ܒܹܐ݇ܡܵܪܵܐ: ܒܪܝܼܟ݂ܵܐ ܝܠܹܗ ܐܝܼܩܵܪܵܐ ܕܡܵܪܝܵܐ ܡ̣ܢ ܕܘܼܟܬܹܗ.
,"I heard also the noise of the wings of the living creatures that touched one another, and the noise of the wheels over against them, and a noise of a great rushing.",ܘܩܵܠܵܐ ܕܓܘܼܠܦܵܢܹ̈ܐ ܕܚܲܝܘܵܬܹ̈ܐ ܒܸܕܩܵܪܵܐ ܚܲܕ݇ ܠܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ ܘܩܵܠܵܐ ܕܓܝܼ̈ܓ݂ܠܹܐ ܠܘܼܩܒ݂ܵܠܵܝ ܘܩܵܠܵܐ ܕܫܥܵܫܵܐ ܓܘܼܪܵܐ.
,"So the spirit lifted me up, and took me away, and I went in bitterness, in the heat of my spirit; but the hand of the LORD was strong upon me.",ܘܪܘܼܚܵܐ ܡܘܼܪܡܸܢܵܗ̇ ܘܠܘܼܒܠܸܢܵܗ̇ ܘܐ݇ܙܸܠܝܼ ܡܲܪܝܼܪܵܐ ܒܚܸܡܬܵܐ ܕܪܘܼܚܝܼ ܘܐܝܼܕܹܗ ܕܡܵܪܝܵܐ ܥܲܠܝܼ ܥܲܫܝܼܢܬܵܐ ܝܗ݇ܘܵܐ.
,"Then I came to them of the captivity at Telabib, that dwelt by the river of Chebar, and I sat where they sat, and remained there astonished among them seven days.",ܘܐ݇ܬܹܠܝܼ ܠܓܹܒ ܓܵܠܘܼܬܵܐ ܠܬܸܠ ܐܵܒܝܼܒ ܕܝܬܝܼܒ݂ܹ̈ܐ ܗ݇ܘܵܘ ܠܓܹܒ ܢܲܗܪܵܐ ܟܒ݂ܵܪ ܃ ܘܐܲܝܟܵܐ ܕܐܵܢܝܼ ܝܬܝܼܒܹ̈ܐ ܗ݇ܘܵܘ ܬܲܡܵܢ ܘܝ݇ܬܸܒ݂ܠܝܼ ܬܲܡܵܢ ܫܲܒ݂ܥܵܐ ܝܵܘܡܵܢܹ̈ܐ ܬܲܡܝܼܗܵܐ ܒܓܵܘܵܝ.
,"And it came to pass at the end of seven days, that the word of the LORD came unto me, saying,",ܘܗܘܹܠܵܗ̇ ܡܒܵܬ݇ܪ ܫܲܒ݂ܥܵܐ ܝܵܘܡܵܢܹ̈ܐ ܗܘܹܠܹܗ ܚܲܒܪܵܐ ܕܡܵܪܝܵܐ ܐܸܠܝܼ ܒܹܐ݇ܡܵܪܵܐ:
,"Son of man, I have made thee a watchman unto the house of Israel: therefore hear the word at my mouth, and give them warning from me.",ܒܲܪܢܵܫܵܐ ܢܵܛܘܿܪܵܐ ܩܵܡ ܝܵܗ݇ܒ݂ܸܢܘܼܟ݂ ܠܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ ܘܫܵܡܥܸܬ ܡ̣ܢ ܦܘܼܡܝܼ ܦܸܬܓ݂ܵܡܹ̈ܐ ܘܥܵܒ݂ܕܸܬ ܠܗ݇ܘܿܢ ܙܗܝܼܪܹ̈ܐ ܡܸܢܝܼ ܓܹܒܵܐ.
,"When I say unto the wicked, Thou shalt surely die; and thou givest him not warning, nor speakest to warn the wicked from his wicked way, to save his life; the same wicked man shall die in his iniquity; but his blood will I require at thine hand.",ܟܲܕ ܐܵܡܪܸܢ ܠܚܲܛܵܝܵܐ ܃ ܡܝܵܬܵܐ ܒܸܕ ܡܵܝܬܸܬ ܘܠܵܐ ܩܵܡ ܥܵܒ݂ܕܸܬ ܠܹܗ ܙܗܝܼܪܵܐ ܘܠܵܐ ܗܘܼܡܙܸܡܠܘܼܟ݂ ܠܸܥܒ݂ܵܕܵܐ ܙܗܝܼܪܵܐ ܠܚܲܛܵܝܵܐ: ܡ̣ܢ ܐܘܼܪܚܹܗ ܒܝܼܫܬܵܐ ܠܡܲܚܘܼܝܘܼܗܝ ܃ ܗ̇ܘ ܚܲܛܵܝܵܐ ܒܥܵܘܠܹܗ ܒܸܕ ܡܵܐܹܬ ܘܕܹܡܹܗ ܡ̣ܢ ܐܝܼܕܘܼܟ݂ ܒܸܕ ܛܵܠܒܸܢ.
,"Yet if thou warn the wicked, and he turn not from his wickedness, nor from his wicked way, he shall die in his iniquity; but thou hast delivered thy soul.",ܘܐܲܢ݇ܬ ܟܲܕ ܥܒ݂ܸܕܠܘܼܟ݂ ܙܗܝܼܪܵܐ ܠܚܲܛܵܝܵܐ ܘܠܵܐ ܕܸܪܹܗ ܡ̣ܢ ܒܝܼܫܬܹܗ ܘܡ̣ܢ ܐܘܼܪܚܹܗ ܒܝܼܫܬܵܐ ܃ ܗ̇ܘ ܒܥܵܘܠܹܗ ܒܸܕ ܡܵܐܹܬ ܘܐܲܢ݇ܬ ܠܓܵܢܘܼܟ݂ ܦܘܼܨܹܠܘܼܟ݂.
,"Again, When a righteous man doth turn from his righteousness, and commit iniquity, and I lay a stumbling-block before him, he shall die: because thou hast not given him warning, he shall die in his sin, and his righteousness which he hath done shall not be remembered; but his blood will I require at thine hand.",ܘܟܲܕ ܕܵܐܹܪ ܙܲܕܝܼܩܵܐ ܡ̣ܢ ܙܲܕܝܼܩܘܼܬܹܗ ܘܥܵܒ݂ܹܕ ܥܵܘܠܵܐ ܘܝܵܗ݇ܒ݂ܸܢ ܬܘܼܪܩܵܠܵܐ ܩܲܕ݇ܡܹܗ: ܗ̇ܘ ܒܸܕ ܡܵܐܹܬ ܒܗ̇ܝ ܕܠܵܐ ܩܵܡ ܥܵܒ݂ܕܸܬ ܠܹܗ ܙܗܝܼܪܵܐ ܒܚܛܝܼܬܹܗ ܒܸܕ ܡܵܐܹܬ ܘܠܹܐ ܦܵܝܫܵܐ ܕܟܝܼܪܬܵܐ ܙܲܕܝܼܩܘܼܬܹܗ ܕܥܒ݂ܸܕܠܹܗ ܘܕܸܡܹܗ ܡ̣ܢ ܐܝܼܕܘܼܟ݂ ܒܸܕ ܛܵܠܒܸܢ.
,"Nevertheless if thou warn the righteous man, that the righteous sin not, and he doth not sin, he shall surely live, because he is warned; also thou hast delivered thy soul.",ܘܐܲܢ݇ܬ ܟܲܕ ܥܒ݂ܸܕܠܘܼܟ݂ ܙܗܝܼܪܵܐ ܠܙܲܕܝܼܩܵܐ ܕܠܵܐ ܚܵܛܹܐ ܙܲܕܝܼܩܵܐ ܘܗ̇ܘ ܠܵܐ ܚܛܹܠܹܗ ܃ ܚܝܵܝܵܐ ܒܸܕ ܚܵܝܹܐ ܃ ܒܗ̇ܝ ܕܗܘܹܠܹܗ ܙܗܝܼܪܵܐ ܘܐܲܢ݇ܬ ܠܓܵܢܘܼܟ݂ ܦܘܼܨܹܠܘܼܟ݂.
,"And the hand of the LORD was there upon me; and he said unto me, Arise, go forth into the plain, and I will there talk with thee.",ܘܗܘܹܠܵܗ̇ ܥܲܠܝܼ ܬܲܡܵܢ ܐܝܼܕܹܗ ܕܡܵܪܝܵܐ ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ ܃ ܩܘܼܡ ܦܠܘܿܛ ܠܚܲܩܠܵܐ ܘܬܲܡܵܢ ܒܸܕ ܗܲܡܙܸܡܸܢ ܥܲܡܘܼ̈ܟ݂.
,"Then I arose, and went forth into the plain: and, behold, the glory of the LORD stood there, as the glory which I saw by the river of Chebar: and I fell on my face.",ܘܩܸܡܠܝܼ ܘܦܠܸܛܠܝܼ ܠܚܲܩܠܵܐ ܘܗܵܐ ܬܲܡܵܢ ܐܝܼܩܵܪܹܗ ܕܡܵܪܝܵܐ ܒܸܟܠܵܝܵܐ ܐܲܝܟ݂ ܐܝܼܩܵܪܵܐ ܕܚܙܹܠܝܼ ܥܲܠ ܢܲܗܪܵܐ ܟܒ݂ܵܪ ܘܢܦܸܠܝܼ ܥܲܠ ܦܲܐܬܝܼ.
,"Then the spirit entered into me, and set me upon my feet, and spake with me, and said unto me, Go, shut thyself within thine house.",ܘܥܒ݂ܸܪܵܗ̇ ܒܝܼܝܼ ܪܘܼܚܵܐ ܘܡܘܼܟܠܝܸܢܵܗ̇ ܥܲܠ ܐܲܩܠܝܼ ܘܗܘܼܡܙܸܡܠܹܗ ܥܲܡܝܼ ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ ܃ ܥܒ݂ܘܿܪ ܫܒ݂ܘܿܫ ܓܵܢܘܼܟ݂ ܒܓܵܘܵܐ ܕܒܲܝܬܘܼܟ݂.
,"But thou, O son of man, behold, they shall put bands upon thee, and shall bind thee with them, and thou shalt not go out among them:",ܘܐܲܢ݇ܬ ܒܲܪܢܵܫܵܐ ܃ ܗܵܐ ܒܸܕ ܕܵܪܝܼ ܥܲܠܘܼܟ݂ ܚܲܒ݂̈ܠܹܐ ܘܒܸܕ ܐܵܣܪܝܼ ܠܘܼܟ݂ ܒܝܼܵܝ ܘܠܹܐ ܦܵܠܛܸܬ ܒܓܵܘܵܝ.
,"And I will make thy tongue cleave to the roof of thy mouth, that thou shalt be dumb, and shalt not be to them a reprover: for they are a rebellious house.",ܘܠܸܫܵܢܘܼܟ݂ ܒܸܕ ܫܵܥܹܐ ܠܫܵܡܵܟ݂ܘܼܟ݂ ܘܒܸܕ ܗܵܘܹܝܬ ܚܲܪܫܵܐ ܘܠܹܐ ܗܵܘܹܝܬ ܐܸܠܵܝ ܐ݇ܢܵܫܵܐ ܡܲܢܟܸܣܵܢܵܐ ܃ ܒܗ̇ܝ ܕܒܲܝܬܵܐ ܛܲܪܛܸܡܵܢܵܐ ܝܢܵܐ ܐܵܢܝܼ.
,"But when I speak with thee, I will open thy mouth, and thou shalt say unto them, Thus saith the Lord GOD; He that heareth, let him hear; and he that forbeareth, let him forbear: for they are a rebellious house.",ܘܟܲܕ ܗܲܡܙܸܡܸܢ ܥܲܡܘܼܟ݂ ܒܸܕ ܦܵܬܚܸܢ ܠܦܘܼܡܘܼܟ݂ ܘܐܵܡܪܸܬ ܐܸܠܵܝ ܃ ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ ܐܲܠܵܗܵܐ: ܗ̇ܘ ܕܫܵܡܹܥ ܫܵܡܹܥ ܘܗ̇ܘ ܕܫܵܥܹܫ ܫܵܥܹܫ ܒܗ̇ܝ ܕܒܲܝܬܵܐ ܛܲܪܛܸܡܵܢܵܐ ܝܢܵܐ ܐܵܢܝܼ.
,"Thou also, son of man, take thee a tile, and lay it before thee, and pourtray upon it the city, even Jerusalem:",ܘܐܲܢ݇ܬ ܒܲܪܢܵܫܵܐ ܫܩܘܿܠ ܠܘܼܟ݂ ܠܒܸܬܵܐ ܘܡܲܬܒܸܬ ܠܵܗ̇ ܩܲܕ݇ܡܘܼܟ݂ ܘܪܵܫܡܸܬ ܥܲܠܘܿܗ̇ ܡܕܝܼܢ݇ܬܵܐ ܐܘܿܪܸܫܠܸܡ.
,"And lay siege against it, and build a fort against it, and cast a mount against it; set the camp also against it, and set battering rams against it round about.",ܘܡܲܬܒܸܬ ܥܲܠܘܿܗ̇ ܫܘܼܪܵܐ ܘܒܵܢܹܝܬ ܥܲܠܘܿܗ̇ ܡܲܓ݂ܕܠܵܐ ܘܕܵܪܹܝܬ ܥܲܠܘܿܗ̇ ܟܡܹܐܢܵܐ ܘܬܲܪܨܸܬ ܥܲܠܘܿܗ̇ ܡܲܫܪ̈ܝܵܬܹܐ ܘܡܲܬܸܒ݂ ܥܲܠܘܿܗ̇ ܡܲܢܓܵܢܝܼܩܹ̈ܐ ܚܵܕܸܪ̈ܘܵܢܹܐ.
,"Moreover take thou unto thee an iron pan, and set it for a wall of iron between thee and the city: and set thy face against it, and it shall be besieged, and thou shalt lay siege against it. This shall be a sign to the house of Israel.",ܘܐܲܢ݇ܬ ܫܩܘܿܠ ܠܘܼܟ݂ ܛܸܓ݂ܢܵܐ ( ܬܵܒ݂ܵܐ ) ܕܦܲܪܙܠܵܐ ܘܡܲܬܒ݂ܸܬ ܠܹܗ ܓܘܼܕܵܐ ܕܦܲܪܙܠܵܐ ܒܹܝܠܘܼܟ݂ ܠܡܕܝܼܢ݇ܬܵܐ ܘܡܲܦܬܸܠܸܬ ܦܲܐܬܘܼܟ݂ ܥܲܠܘܿܗ̇ ܘܗܵܘܝܵܐ ܠܡܕܝܼܢ݇ܬܵܐ ܟܪܝܼܟ݂ܬܵܐ ܘܟܵܪܟܸܬܠܵܗ̇ ܘܗܵܘܝܵܐ ܐܵܬܵܐ ܠܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ.
,"Lie thou also upon thy left side, and lay the iniquity of the house of Israel upon it: according to the number of the days that thou shalt lie upon it thou shalt bear their iniquity.",ܘܐܲܢ݇ܬ ܕܡܘܿܟ݂ ܥܲܠ ܕܸܦܢܘܼܟ݂ ܕܣܸܡܵܠܵܐ ܘܡܲܬܒ݂ܸܬ ܥܵܘܠܵܐ ܕܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ ܥܲܠܘܿܗ̇ ܠܡܸܢܝܵܢܵܐ ܕܝܵܘܡܵܢܹ̈ܐ ܕܕܵܡܟ݂ܸܬ ܥܲܠܘܿܗ̇ ܛܵܥܢܸܬ ܥܵܘܠܵܝ.
,"For I have laid upon thee the years of their iniquity, according to the number of the days, three hundred and ninety days: so shalt thou bear the iniquity of the house of Israel.",ܘܐܵܢܵܐ ܝܸܗ݇ܒ݂ܸܠܝܼ ܐܸܠܘܼܟ݂ ܫܸܢܹ̈ܐ ܕܥܵܘܠܵܝ ܠܡܸܢܝܵܢܵܐ ܕܝܵܘܡܵܢܹ̈ܐ ܬܠܵܬܡܵܐܐ ܘܬܸܫܥܝܼܢ ܝܵܘܡܵܢܹ̈ܐ ܘܛܲܥܢܸܬ ܥܵܘܠܵܐ ܕܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ.
,"And when thou hast accomplished them, lie again on thy right side, and thou shalt bear the iniquity of the house of Judah forty days: I have appointed thee each day for a year.",ܘܬܲܡܸܡܸܬ ܐܲܢܹܐ ܘܕܵܡܟܹܬ ܥܲܠ ܕܸܦܢܘܼܟ݂ ܕܝܲܡܝܼܢܵܐ ܓܵܗܵܐ ܕܬܲܪܬܹܝܢ ܘܛܵܥܢܸܬ ܥܵܘܠܵܐ ܕܒܹܝܬ ܝܼܗܘܼܕܵܐ ܐܲܪܒܥܝܼܢ ܝܵܘܡܵܢܹ̈ܐ ܃ ܝܵܘܡܵܐ ܠܫܸܢ݇ܬܵܐ ܩܵܡ ܝܵܗܒ݂ܸܢܹܗ ܐܸܠܘܼܟ݂.
,"Therefore thou shalt set thy face toward the siege of Jerusalem, and thine arm shall be uncovered, and thou shalt prophesy against it.",ܘܥܲܠ ܐܘܼܠܨܵܢܵܐ ܕܐܘܿܪܸܫܠܸܡ ܡܲܩܘܸܬ ܦܲܐܬܘܼܟ݂ ܘܕܪܵܥܵܢܘܼܟ݂ ܓܸܠܝܵܐ ܘܢܲܒܹܝܬ ܥܲܠܘܿܗ̇.
,"And, behold, I will lay bands upon thee, and thou shalt not turn thee from one side to another, till thou hast ended the days of thy siege.",ܘܗܵܐ ܡܘܼܬܸܒ݂ܠܝܼ ܥܲܠܘܼܟ݂ ܚܲܒ݂̈ܠܹܐ ܘܠܵܐ ܦܵܬܠܸܬ ܡ̣ܢ ܕܸܦܢܘܼܟ݂ ܠܕܸܦܢܘܼܟ݂ ܗܲܠ ܕܬܲܡܸܡܸܬ ܝܵܘܡܵܢܹ̈ܐ ܕܟܪܝܼܟ݂ܘܼܬܘܼܟ݂.
,"Take thou also unto thee wheat, and barley, and beans, and lentiles, and millet, and fitches, and put them in one vessel, and make thee bread thereof, according to the number of the days that thou shalt lie upon thy side, three hundred and ninety days shalt thou eat thereof.",ܘܐܲܢ݇ܬ ܫܩܘܿܠ ܠܘܼܟ݂ ܚܸܛܹ̈ܐ ܘܣܥܵܪܹ̈ܐ ܘܓܘܼܡܹ̈ܐ ܘܛܠܵܦ̮ܚܹ̈ܐ ܘܕܘܼܚܢܵܐ ܃ ܘܟܘܼܢܵܬܹ̈ܐ ܘܡܲܬܒܸܬ ܠܗ݇ܘܿܢ ܒܚܲܕ݇ ܡܵܐܢܵܐ ܘܥܵܒ݂ܕܸܬ ܠܗ݇ܘܿܢ ܐܸܠܘܼܟ݂ ܠܲܚܡܵܐ ܠܡܸܢܝܵܢܵܐ ܕܝܵܘܡܵܢܹ̈ܐ ܕܐܲܢ݇ܬ ܕܵܡܟܸܬ ܥܲܠ ܕܸܦܢܘܼܟ݂ ܬܠܵܬܡܵܐܐ ܘܬܸܫܥܝܼܢ ܝܵܘܡܵܢܹ̈ܐ ܐܵܟ݂ܠܸܬ ܠܹܗ.
,"And thy meat which thou shalt eat shall be by weight, twenty shekels a day: from time to time shalt thou eat it.",ܘܡܹܐܟ݂ܘܼܠܬܘܼܟ݂ ܕܐܵܟ݂ܠܹܬ ܠܵܗ̇ ܒܬܩܘܼܠܬܵܐ ܥܸܣܪܝܼܢ ܡܲܬ̈ܩܵܠܹܐ ܠܝܵܘܡܵܐ ܃ ܥܕܵܢܵܐ ܠܥܕܵܢܵܐ ܐܵܟ݂ܠܸܬ ܠܵܗ̇.
,"Thou shalt drink also water by measure, the sixth part of an hin: from time to time shalt thou drink.",ܘܡ̈ܝܼܵܐ ܒܟܝܘܼܠܵܐ ܫܵܬܹܝܬ ܃ ܚܲܕ݇ ܡ̣ܢ ܐܸܫܸܬ ܡܢܵܘܵܬܹ̈ܐ ܕܗܹܡܝܼܢܵܐ ܡ̣ܢ ܥܕܵܢܵܐ ܠܥܕܵܢܵܐ ܫܵܬܹܝܬ.
,"And thou shalt eat it as barley cakes, and thou shalt bake it with dung that cometh out of man, in their sight.",ܘܓܸܪܕܲܝܵܐ ܕܣܥܵܪܹ̈ܐ ܐܵܟ݂ܠܸܬ ܠܵܗ̇ ܘܗ̇ܝ ܒܙܸܒܠܵܐ ܕܦܠܵܛܬܵܐ ܕܒܲܪܢܵܫܵܐ ܝܵܦܸܬܠܵܗ̇ ܩܲܕ݇ܡ ܥܲܝܢܵܝ̈.
,"And the LORD said, Even thus shall the children of Israel eat their defiled bread among the Gentiles, whither I will drive them.",ܘܐ݇ܡܸܪܹܗ ܡܵܪܝܵܐ ܃ ܗܵܕܟ݂ܵܐ ܒܸܕ ܐܵܟ݂ܠܝܼ ܒܢܲܝ̈ ܝܑܼܣܪܵܐܹܝܠ ܠܲܚܡܵܝ ܛܲܡܐܵܐ ܓܵܘ ܥܲܡܡܹ̈ܐ ܕܛܵܪܕܸܢܘܿܢ ܬܲܡܵܢ.
,"Then said I, Ah Lord GOD! behold, my soul hath not been polluted: for from my youth up even till now have I not eaten of that which dieth of itself, or is torn in pieces; neither came there abominable flesh into my mouth.",ܘܐ݇ܡܸܪܝܼ: ܐܲܠܵܗܵܐ ܡܵܪܵܐ ܕܡܵܪ̈ܵܘܵܬܹܐ ܗܵܐ ܓܵܢܝܼ ܠܵܐ ܝܠܵܗ̇ ܡܛܘܼܡܝܼܬܵܐ ܚܲܝܘܬܵܐ ܡܝܼܬܵܐ ܘܦܪܝܼܛܵܐ ܠܵܐ ܐ݇ܟ݂ܸܠܝܼ ܡ̣ܢ ܥܠܲܝܡܘܼܬܝܼ ܘܗܲܠ ܐܵܕܝܼܵܐ: ܘܠܵܐ ܥܒ݂ܸܪܹܗ ܒܦܘܼܡܝܼ ܒܸܣܪܵܐ ܛܲܡܐܵܐ.
